#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
288000	595.9999999997319	-362924.20548392506	300.5632171995614	1.0563887061627533	8.4	1:12:42
289000	597.9999999996846	-361000.4712882756	298.8241084308144	1.060584784524229	8.39	1:12:23
290000	599.9999999996373	-361438.64173226856	300.68546854079597	1.0632706829292475	8.39	1:12:03
291000	601.99999999959	-362486.38037191815	299.67775502103365	1.0605999541158078	8.39	1:11:43
292000	603.9999999995428	-363184.6161236648	299.6722349539509	1.059051649361959	8.39	1:11:24
293000	605.9999999994955	-363490.6045991843	300.9760075875106	1.0574505017479268	8.39	1:11:05
294000	607.9999999994482	-364326.2228318858	299.18530143502994	1.0578987782091291	8.38	1:10:45
295000	609.9999999994009	-362700.1123563412	302.6592672764591	1.0556903995048983	8.38	1:10:25
296000	611.9999999993536	-362835.37827604805	299.80693427251066	1.0599102468714414	8.38	1:10:05
297000	613.9999999993063	-362235.8606249045	300.9090107678678	1.0554229526300474	8.38	1:09:46
298000	615.999999999259	-363076.74084296834	301.3976331903108	1.0589011674279258	8.38	1:09:26
299000	617.9999999992117	-362351.02432689763	300.3050365041713	1.0581806235518427	8.38	1:09:06
300000	619.9999999991644	-362547.0516565405	300.9851926240621	1.0622934777322635	8.37	1:08:47
301000	621.9999999991171	-363292.99267917307	302.12040286869995	1.062206257937567	8.37	1:08:27
302000	623.9999999990698	-362459.6072487902	298.0330840205453	1.062157652361328	8.37	1:08:07
303000	625.9999999990225	-363799.5387415491	300.3108650570532	1.0552251064600375	8.37	1:07:48
304000	627.9999999989752	-362320.7965943997	302.7949291164263	1.0626954637729682	8.37	1:07:28
305000	629.9999999989279	-363318.74033133156	301.4071353512307	1.0567871654857373	8.36	1:07:08
306000	631.9999999988806	-363084.19799789	299.7285744500128	1.0628729342000767	8.36	1:06:48
307000	633.9999999988333	-361837.7932050806	299.17545702671663	1.0608711253292071	8.36	1:06:29
308000	635.999999998786	-362557.47385706403	302.32807775447816	1.0581531538799496	8.36	1:06:09
309000	637.9999999987388	-363465.58161315974	304.76489283460256	1.057156204977453	8.36	1:05:49
310000	639.9999999986915	-363589.51186222554	300.92698534849814	1.0616085351801188	8.35	1:05:29
311000	641.9999999986442	-362251.47366292484	300.5072263158967	1.0601659470874154	8.35	1:05:09
312000	643.9999999985969	-363664.40402194345	299.2286486765496	1.062250658411632	8.35	1:04:49
313000	645.9999999985496	-362591.52042513894	299.13252253833906	1.0582202584558222	8.35	1:04:30
314000	647.9999999985023	-363068.9635338808	299.24823558120636	1.0632549671185454	8.35	1:04:10
315000	649.999999998455	-362932.4937590737	298.5444208302402	1.0574403252954787	8.35	1:03:50
316000	651.9999999984077	-362787.489994313	296.0915464265078	1.0570527385311475	8.34	1:03:30
317000	653.9999999983604	-363431.3697609912	299.9469872190221	1.0543047214701569	8.34	1:03:10
318000	655.9999999983131	-362485.5096368941	298.5209054948922	1.0558414327300538	8.34	1:02:50
319000	657.9999999982658	-362883.53347819485	302.06961559631225	1.0561609296546675	8.34	1:02:30
320000	659.9999999982185	-363134.3748679802	302.07999412270243	1.0568113395440182	8.34	1:02:10
321000	661.9999999981712	-363233.83306637924	301.07306823872045	1.0584602853650102	8.34	1:01:50
322000	663.9999999981239	-363462.49665546307	300.6464158686875	1.061342930440523	8.34	1:01:30
323000	665.9999999980766	-362582.2087020903	300.74056984317707	1.0594655736610585	8.33	1:01:10
324000	667.9999999980294	-363607.31403241237	299.92867705040817	1.058578103196513	8.33	1:00:50
325000	669.9999999979821	-362714.26478575624	301.45787228516957	1.0571009341292303	8.33	1:00:29
326000	671.9999999979348	-362310.78266861785	299.1174943780664	1.054788844010751	8.33	1:00:09
327000	673.9999999978875	-362327.3334667886	300.1450727346526	1.0591110749284065	8.33	59:49
328000	675.9999999978402	-362652.95187677286	301.1762030028366	1.0587301267393143	8.33	59:29
329000	677.9999999977929	-362326.5425591679	300.6174759824323	1.0572822787754033	8.32	59:09
330000	679.9999999977456	-363470.99955670076	298.6801389618397	1.0572705652303338	8.32	58:49
331000	681.9999999976983	-362599.42483175156	298.0961575527506	1.0582333090153142	8.32	58:29
332000	683.999999997651	-363223.488394831	299.14471715658	1.0599334963924	8.32	58:08
333000	685.9999999976037	-362599.16829468793	299.8516315612815	1.061038984838253	8.32	57:48
334000	687.9999999975564	-362715.709067991	296.7804136225985	1.0619539371461273	8.32	57:28
335000	689.9999999975091	-363350.7556463026	298.1494546783009	1.0562801297421416	8.32	57:07
336000	691.9999999974618	-362848.18814734864	302.65455933426534	1.0592551132271482	8.32	56:47
337000	693.9999999974145	-362227.0501677139	300.58094824671787	1.058594887132506	8.32	56:27
338000	695.9999999973672	-362264.52617670223	299.4172171060084	1.0540191022721221	8.31	56:07
339000	697.99999999732	-363414.94846178795	297.8968261772021	1.0602295282512424	8.31	55:46
340000	699.9999999972727	-362152.9948553621	300.7476955248604	1.0560662358138921	8.31	55:26
341000	701.9999999972254	-362583.9584867093	299.0920828933018	1.0530154975247454	8.31	55:05
342000	703.9999999971781	-362419.0522836108	301.2345708905461	1.0552598819839822	8.31	54:45
343000	705.9999999971308	-363040.22630972165	299.1075178390222	1.0572598628422478	8.31	54:25
344000	707.9999999970835	-362792.47977376345	298.12393056502697	1.0594546755037377	8.31	54:04
345000	709.9999999970362	-363656.8858552552	300.57855311501055	1.0603221528629436	8.31	53:44
346000	711.9999999969889	-362874.95176165487	300.8780854567726	1.056382421580142	8.31	53:24
347000	713.9999999969416	-362808.9578396195	300.0239457883969	1.054991031694953	8.3	53:03
348000	715.9999999968943	-364208.4111048008	301.52384734109955	1.0574503136435043	8.3	52:43
349000	717.999999996847	-362966.4547631245	299.6729186145597	1.0605518240091154	8.3	52:23
350000	719.9999999967997	-363230.2026963217	299.3321509760816	1.0609026745561039	8.3	52:02
351000	721.9999999967524	-362380.8527962085	298.31631822611	1.0606223319619503	8.3	51:42
352000	723.9999999967051	-362238.26496085286	300.53198471794394	1.0598066772803627	8.3	51:21
353000	725.9999999966578	-362107.5872181839	301.3505512147069	1.0580186136212348	8.3	51:01
354000	727.9999999966105	-363225.85626415047	301.9155462832449	1.0612862960978922	8.3	50:40
355000	729.9999999965632	-362947.26059271675	302.31608749598496	1.0596656684971253	8.3	50:20
356000	731.999999996516	-363338.3487152562	300.66938025305126	1.0570096053776366	8.29	49:59
357000	733.9999999964687	-362961.9215733022	299.89167629531926	1.059594087717936	8.29	49:39
358000	735.9999999964214	-362837.97331456625	299.184439897128	1.0571046209355806	8.29	49:18
359000	737.9999999963741	-363386.696265211	299.26833310135623	1.0583859811139673	8.29	48:58
360000	739.9999999963268	-362003.2790985536	301.07021096899695	1.0552606431708302	8.29	48:37
361000	741.9999999962795	-362734.86165581155	300.38863381186775	1.0568403943595481	8.29	48:17
362000	743.9999999962322	-363113.8695931039	302.6790403387503	1.0570398714391416	8.29	47:56
363000	745.9999999961849	-362501.1505750137	298.0549931482712	1.059412462469347	8.29	47:36
364000	747.9999999961376	-361890.11388669227	300.62248810568525	1.057105003645541	8.29	47:16
365000	749.9999999960903	-362846.46339029045	300.58806129553983	1.053435968223775	8.29	46:55
366000	751.999999996043	-362891.03315918095	299.0346915520049	1.0516631312029066	8.29	46:34
367000	753.9999999959957	-362560.05750671297	301.9966864996136	1.0582502960059996	8.28	46:14
368000	755.9999999959484	-361526.5461211278	301.7768300759975	1.0570967482236655	8.28	45:53
369000	757.9999999959011	-362411.7080428463	299.9453125192818	1.0601294348568777	8.28	45:33
370000	759.9999999958538	-361469.25146334263	300.20075727059503	1.0532622877277105	8.28	45:12
371000	761.9999999958065	-362709.92625792115	299.5834318536952	1.0566378844530344	8.28	44:52
372000	763.9999999957593	-363023.3912302571	300.1186400145401	1.054971868557728	8.28	44:31
373000	765.999999995712	-362244.629574237	302.20186410541845	1.059487780131553	8.28	44:10
374000	767.9999999956647	-362301.0601414629	298.60517237604967	1.0555119270750375	8.28	43:50
375000	769.9999999956174	-362017.1296701452	299.930149405247	1.0616252493829161	8.28	43:29
376000	771.9999999955701	-363499.2043046176	298.80902021841206	1.0599996352712118	8.28	43:09
377000	773.9999999955228	-362870.1341476654	299.520785084972	1.0627505680977536	8.28	42:48
378000	775.9999999954755	-363671.0663662852	301.3231477869311	1.0577711616287016	8.27	42:27
379000	777.9999999954282	-362705.0371029195	302.9164266556376	1.0578581782698977	8.27	42:07
380000	779.9999999953809	-363331.28828281135	299.60266848579306	1.0597148810758468	8.27	41:46
381000	781.9999999953336	-363266.3430499434	300.84268656584067	1.0603900318337338	8.27	41:26
382000	783.9999999952863	-362973.2966787256	298.95788993719606	1.060285853855853	8.27	41:05
383000	785.999999995239	-363041.1202071493	300.4922440255625	1.0582192581505525	8.27	40:44
384000	787.9999999951917	-362713.29175922036	300.9002964348513	1.059114924369686	8.27	40:24
385000	789.9999999951444	-364306.0796837516	299.94265090972266	1.0631576204765867	8.27	40:03
386000	791.9999999950971	-363520.7005319887	299.00581307300894	1.0657443977276024	8.27	39:42
387000	793.9999999950498	-363253.8425515713	297.92476021936653	1.0647559909014652	8.27	39:22
388000	795.9999999950026	-361923.061027304	300.6610870655315	1.0560743765565583	8.27	39:01
389000	797.9999999949553	-362614.2255197625	302.5674177064814	1.0605283165277122	8.26	38:40
390000	799.999999994908	-362855.09471235983	300.24842060792884	1.063605278461094	8.26	38:20
391000	801.9999999948607	-362823.9921995549	297.53768285464713	1.0597303502699031	8.26	37:59
392000	803.9999999948134	-364121.162708774	300.0056425304001	1.0597216864514643	8.26	37:38
393000	805.9999999947661	-364802.5424761214	298.95487276918	1.0617334885566054	8.26	37:18
394000	807.9999999947188	-363767.6285100436	299.8318348708526	1.0605582729271983	8.26	36:57
395000	809.9999999946715	-362701.8049768801	301.3070606897837	1.0607282427953533	8.26	36:36
396000	811.9999999946242	-363585.3016908929	299.52606896472	1.0651693073618522	8.26	36:16
397000	813.9999999945769	-362303.8438545222	301.525855450379	1.0636264760324265	8.26	35:55
398000	815.9999999945296	-362438.355048047	301.589486349683	1.0607184594069992	8.26	35:34
399000	817.9999999944823	-362558.69784357614	301.52325144962145	1.0556064283850697	8.26	35:13
400000	819.999999994435	-362438.69544731255	298.8615986494629	1.0560463180627038	8.26	34:53
401000	821.9999999943877	-361668.96134937083	300.8301509335728	1.059742549157777	8.25	34:32
402000	823.9999999943404	-362768.0887364981	298.91796594912637	1.0611117979669131	8.25	34:11
403000	825.9999999942931	-362606.19661819015	301.00800814154013	1.060007453825823	8.25	33:50
404000	827.9999999942459	-362013.75448461436	301.75071703889523	1.053591097308127	8.25	33:30
405000	829.9999999941986	-361203.4534688552	300.16721721171825	1.0526217398308968	8.25	33:09
406000	831.9999999941513	-362158.2607250374	302.2094819152276	1.0562505820754513	8.25	32:48
407000	833.999999994104	-362874.26616826677	300.99560076246456	1.0559560867372006	8.25	32:27
408000	835.9999999940567	-363349.1371171617	299.03852136766585	1.062973860679453	8.25	32:07
409000	837.9999999940094	-363354.5355580803	299.3309015557403	1.0620089001384454	8.25	31:46
410000	839.9999999939621	-363119.7063777774	300.3838290935858	1.055671646160855	8.25	31:25
411000	841.9999999939148	-363263.81335512485	299.1649357698272	1.0609885446059422	8.25	31:04
412000	843.9999999938675	-363764.0380000221	301.3089015125053	1.0597003629329693	8.25	30:44
413000	845.9999999938202	-363321.94639679213	297.97699547596335	1.0612619560273107	8.25	30:23
414000	847.9999999937729	-361502.75509190635	299.0665531037119	1.058485419152256	8.24	30:02
415000	849.9999999937256	-362486.074121785	301.0054168363793	1.0568907357987192	8.24	29:41
416000	851.9999999936783	-362524.62122202327	298.3583428920325	1.0629493968117034	8.24	29:20
417000	853.999999993631	-363190.88033708715	300.53511795550276	1.0564387225284781	8.24	28:59
418000	855.9999999935837	-362898.9659389203	298.782215778301	1.0568344741634883	8.24	28:39
419000	857.9999999935364	-362383.5221111241	299.83639466491036	1.054181418027544	8.24	28:18
420000	859.9999999934892	-362377.4788611462	300.54098853740084	1.061707968367638	8.24	27:57
421000	861.9999999934419	-362354.9668168329	297.74203361540043	1.0569718535354127	8.24	27:36
422000	863.9999999933946	-363147.79609835125	301.8090981964985	1.0575308843650166	8.24	27:15
423000	865.9999999933473	-363060.7506674244	301.4035768581897	1.0525405793672107	8.24	26:55
424000	867.9999999933	-363259.9141166484	300.5941121113697	1.0612632319620645	8.24	26:34
425000	869.9999999932527	-362296.18853228417	301.2629004840089	1.0563726504781128	8.24	26:13
426000	871.9999999932054	-363545.030624562	300.4818710159887	1.06179197097123	8.24	25:52
427000	873.9999999931581	-363694.5575798233	299.1882092889671	1.0594101902318438	8.24	25:31
428000	875.9999999931108	-363652.5841498736	300.33652730409614	1.057886709164222	8.24	25:10
429000	877.9999999930635	-363602.41414310806	300.66575149386955	1.0570875666980466	8.23	24:49
430000	879.9999999930162	-362554.65085826657	299.7769159593196	1.0523582819495423	8.23	24:29
431000	881.9999999929689	-363377.45386782114	301.04990697100715	1.0596923251749115	8.23	24:08
432000	883.9999999929216	-362160.3048125574	301.2913482631021	1.0583419616560523	8.23	23:47
433000	885.9999999928743	-362978.64035508566	302.2709977462796	1.0611666943658444	8.23	23:26
434000	887.999999992827	-363990.1183695988	300.95415424047434	1.0614457033926157	8.23	23:05
435000	889.9999999927797	-362978.0135438009	298.5746339887075	1.056363320717457	8.23	22:44
436000	891.9999999927325	-363015.72742473334	298.93478310639705	1.057973890908108	8.23	22:23
437000	893.9999999926852	-362944.40440684144	299.74688985935103	1.0541337523101124	8.23	22:02
438000	895.9999999926379	-362949.1526511432	304.3195492576473	1.0586640369821971	8.23	21:41
439000	897.9999999925906	-362104.0091364855	300.79260289011376	1.057263039759584	8.23	21:21
440000	899.9999999925433	-362173.4548885977	300.26856982216054	1.057632607079703	8.23	21:00
441000	901.999999992496	-362331.4179973821	299.29491245770055	1.057908889362049	8.23	20:39
442000	903.9999999924487	-361387.36090489675	300.3902715275908	1.0570324488870122	8.23	20:18
443000	905.9999999924014	-363231.63723505347	299.27394333721475	1.0579537240248873	8.23	19:57
444000	907.9999999923541	-362885.64999434876	297.7009211219661	1.0583863807689702	8.22	19:36
445000	909.9999999923068	-363095.103016746	300.42112206722425	1.0599659313404755	8.22	19:15
446000	911.9999999922595	-362947.69332994445	300.7241546305958	1.059627570935059	8.22	18:54
447000	913.9999999922122	-362109.10025593505	303.6493748460753	1.0555859108971615	8.22	18:33
448000	915.9999999921649	-362072.24196508783	297.4671074730458	1.0572814283370562	8.22	18:12
449000	917.9999999921176	-362404.09928980394	299.75178367563905	1.0596029395329885	8.22	17:51
450000	919.9999999920703	-362220.59647461947	298.74612094927903	1.0586247155079545	8.22	17:30
451000	921.999999992023	-362400.72345366346	299.25408431405816	1.0590500133596736	8.22	17:10
452000	923.9999999919758	-362598.24970438855	301.36181130552677	1.0621326362615113	8.22	16:49
453000	925.9999999919285	-362819.4254018796	301.01062910638336	1.0611733856762189	8.22	16:28
454000	927.9999999918812	-363736.66837143403	298.5109518323115	1.0594109647530732	8.22	16:07
455000	929.9999999918339	-362472.981064129	299.51304441378034	1.0584750428857472	8.22	15:46
456000	931.9999999917866	-363035.1048936895	300.69008024743283	1.0586909151829416	8.22	15:25
457000	933.9999999917393	-363350.55279426	301.6246710841883	1.0602782510960584	8.22	15:04
458000	935.999999991692	-361563.6577164384	299.6582948022962	1.0564374777811834	8.22	14:43
459000	937.9999999916447	-361771.34119042376	303.9178732648547	1.0548674165189156	8.22	14:22
460000	939.9999999915974	-361749.3883758376	299.43882444464225	1.0555715536652752	8.22	14:01
461000	941.9999999915501	-362215.04074325535	300.74051534979736	1.0625441651495724	8.21	13:40
462000	943.9999999915028	-363098.4809771465	298.79378696084547	1.0627455363839018	8.21	13:19
463000	945.9999999914555	-362073.4110006246	299.3017576832959	1.055366041828689	8.21	12:58
464000	947.9999999914082	-363351.2766438612	300.94253784234047	1.0564945717586407	8.21	12:37
465000	949.9999999913609	-363499.3487285117	299.5445534061284	1.0596760670632621	8.21	12:16
466000	951.9999999913136	-363731.5697953511	301.3544745081576	1.0557347000805546	8.21	11:55
467000	953.9999999912663	-364186.19966928166	302.3458323341114	1.055655154868964	8.21	11:34
468000	955.999999991219	-363370.85581767536	300.97104325826433	1.0557994511356794	8.21	11:13
469000	957.9999999911718	-363318.0780855961	299.08317205161006	1.0616952422574824	8.21	10:52
470000	959.9999999911245	-363013.42341212416	301.73058339131427	1.0611912620344033	8.21	10:31
471000	961.9999999910772	-363110.85591441265	298.5083495576262	1.0584648654042832	8.21	10:10
472000	963.9999999910299	-363256.6754195911	299.4473611073905	1.0627290586070388	8.21	9:49
473000	965.9999999909826	-361561.25359487714	294.9863125339071	1.0605424525881795	8.21	9:28
474000	967.9999999909353	-362456.3073999623	300.3786384164101	1.0641548545940902	8.21	9:07
475000	969.999999990888	-362634.89858127764	301.7962202976524	1.0555620952690514	8.21	8:46
476000	971.9999999908407	-362830.5780057833	301.06666400220905	1.0599078257018375	8.21	8:25
477000	973.9999999907934	-361867.33736248314	299.92206946455326	1.0623677613467253	8.21	8:04
478000	975.9999999907461	-361109.71833531914	298.9210452031712	1.0531794229397722	8.2	7:43
479000	977.9999999906988	-361513.2684276616	301.1124172422197	1.051281300916486	8.2	7:22
480000	979.9999999906515	-362237.1632277756	299.0023359189092	1.0539235148178632	8.2	7:01
481000	981.9999999906042	-363425.521451382	299.8192998608189	1.0614726049325502	8.2	6:40
482000	983.999999990557	-363687.1923610037	299.77203537244253	1.0569220910578272	8.2	6:19
483000	985.9999999905097	-363229.9151720851	300.9481241125753	1.0510510488815994	8.2	5:58
484000	987.9999999904624	-362812.1438932517	300.21801403883194	1.0562838949324826	8.2	5:37
485000	989.9999999904151	-362739.35976712476	297.3658733954056	1.0581049444334314	8.2	5:16
486000	991.9999999903678	-363087.044959017	300.09719235312525	1.057360200466028	8.2	4:55
487000	993.9999999903205	-362558.9990409303	299.90011107131437	1.0588247173930285	8.2	4:33
488000	995.9999999902732	-362796.2844192934	300.26447045750086	1.0569400158766207	8.2	4:12
489000	997.9999999902259	-362298.6463301976	300.2041737165969	1.0601786885915163	8.2	3:51
490000	999.9999999901786	-362949.56138024665	300.59417184545725	1.0568135797980454	8.2	3:30
491000	1001.9999999901313	-362495.65423808683	300.01763089071846	1.061261995132261	8.2	3:09
492000	1003.999999990084	-363400.5949742515	300.84379261798114	1.0612208107872005	8.2	2:48
493000	1005.9999999900367	-362905.94592564163	299.9685265934386	1.0600276600023426	8.2	2:27
494000	1007.9999999899894	-362342.0656222107	298.5711974972951	1.058313217695325	8.2	2:06
495000	1009.9999999899421	-362766.2865660286	299.13349942585216	1.063504975137188	8.19	1:45
496000	1011.9999999898948	-363482.0746492363	296.6432548542018	1.0607052192088255	8.19	1:24
497000	1013.9999999898475	-361843.1445562041	299.7519859175099	1.0625131441943567	8.19	1:03
498000	1015.9999999898002	-363854.6985279846	302.8130511672654	1.0600937658208758	8.19	0:42
499000	1017.999999989753	-363033.85760785075	302.1160993202496	1.0582093045936023	8.19	0:21
500000	1019.9999999897057	-361622.09342525277	300.5016397501851	1.0565164430803875	8.19	0:00
